surfactant,temperature_(degC),composition_(wt%),observed_phase,tail_length_calculated_(A),tail_volume_calculated_(A^3),head_area_calculated_(A^2),AL/V_calculated,shape_identifier_(0-L/1-V/2-Y),phase_diagram_reference
(C7)2GE6Me,40,0.15,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,40,0.2,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,40,0.25,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,40,0.3,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,40,0.35,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,40,0.4,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,40,0.45,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,40,0.5,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,40,0.55,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,40,0.6,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,40,0.65,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,40,0.7,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,40,0.75,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,40,0.8,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,40,0.85,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,40,0.9,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,40,0.95,L2,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,40,1,L2,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,45,0,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,45,0.05,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,45,0.1,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,45,0.15,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,45,0.2,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,45,0.25,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,45,0.3,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,45,0.35,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,45,0.4,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,45,0.45,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,45,0.5,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,45,0.55,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,45,0.6,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,45,0.65,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,45,0.7,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,45,0.75,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,45,0.8,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,45,0.85,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,45,0.9,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,45,0.95,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,45,1,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,50,0,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,50,0.05,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,50,0.1,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,50,0.15,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,50,0.2,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,50,0.25,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,50,0.3,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,50,0.35,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,50,0.4,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,50,0.45,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,50,0.5,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,50,0.55,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,50,0.6,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,50,0.65,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,50,0.7,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,50,0.75,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,50,0.8,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,50,0.85,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,50,0.9,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,50,0.95,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,50,1,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,55,0,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,55,0.05,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,55,0.1,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,55,0.15,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,55,0.2,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,55,0.25,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,55,0.3,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,55,0.35,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,55,0.4,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,55,0.45,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,55,0.5,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,55,0.55,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,55,0.6,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,55,0.65,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,55,0.7,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,55,0.75,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,55,0.8,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,55,0.85,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,55,0.9,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,55,0.95,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,55,1,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,60,0,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,60,0.05,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,60,0.1,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,60,0.15,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,60,0.2,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,60,0.25,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,60,0.3,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,60,0.35,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,60,0.4,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,60,0.45,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,60,0.5,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,60,0.55,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,60,0.6,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,60,0.65,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,60,0.7,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,60,0.75,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,60,0.8,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,60,0.85,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,60,0.9,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,60,0.95,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,60,1,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,65,0,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,65,0.05,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,65,0.1,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,65,0.15,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,65,0.2,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,65,0.25,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,65,0.3,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,65,0.35,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,65,0.4,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,65,0.45,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,65,0.5,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,65,0.55,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,65,0.6,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,65,0.65,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,65,0.7,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,65,0.75,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,65,0.8,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,65,0.85,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,65,0.9,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,65,0.95,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,65,1,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,70,0,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,70,0.05,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,70,0.1,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,70,0.15,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,70,0.2,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,70,0.25,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,70,0.3,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,70,0.35,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,70,0.4,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,70,0.45,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,70,0.5,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,70,0.55,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,70,0.6,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,70,0.65,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,70,0.7,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,70,0.75,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,70,0.8,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,70,0.85,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,70,0.9,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,70,0.95,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,70,1,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,75,0,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,75,0.05,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,75,0.1,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,75,0.15,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,75,0.2,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,75,0.25,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,75,0.3,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,75,0.35,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,75,0.4,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,75,0.45,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,75,0.5,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,75,0.55,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,75,0.6,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,75,0.65,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,75,0.7,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,75,0.75,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,75,0.8,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,75,0.85,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,75,0.9,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,75,0.95,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,75,1,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,80,0,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,80,0.05,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,80,0.1,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,80,0.15,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,80,0.2,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,80,0.25,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,80,0.3,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,80,0.35,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,80,0.4,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,80,0.45,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,80,0.5,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,80,0.55,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,80,0.6,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,80,0.65,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,80,0.7,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,80,0.75,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,80,0.8,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,80,0.85,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,80,0.9,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,80,0.95,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,80,1,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,85,0,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,85,0.05,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,85,0.1,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,85,0.15,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,85,0.2,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,85,0.25,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,85,0.3,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,85,0.35,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,85,0.4,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,85,0.45,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,85,0.5,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,85,0.55,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,85,0.6,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,85,0.65,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,85,0.7,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,85,0.75,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,85,0.8,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,85,0.85,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,85,0.9,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,85,0.95,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,85,1,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,90,0,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,90,0.05,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,90,0.1,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,90,0.15,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,90,0.2,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,90,0.25,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,90,0.3,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,90,0.35,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,90,0.4,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,90,0.45,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,90,0.5,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,90,0.55,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,90,0.6,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,90,0.65,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,90,0.7,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,90,0.75,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE6Me,90,0.8,Water + L,13.73,506.4,42.4,1.15,1,Colloid Polym Sci 272 400-408 (1994)
